userID	createdAt	collectedAt	numFollowings	numFollowers	numTweets	nameLen	descLen	type
96452739	12/12/2009 18:48	17/01/2010 09:41	237	15	6	10	0	1
96461102	12/12/2009 19:47	21/01/2010 02:30	824	154	580	14	0	1
96464129	12/12/2009 20:08	21/01/2010 02:30	711	100	582	8	0	1
96464729	12/12/2009 20:12	18/04/2010 21:40	591	203	730	15	89	1
96467373	12/12/2009 20:31	02/03/2010 21:23	725	259	38	15	148	1
96467905	12/12/2009 20:34	07/03/2010 20:23	2257	4024	68	7	121	1
96475259	12/12/2009 21:26	04/03/2010 23:30	1081	788	213	13	37	1
96475886	12/12/2009 21:31	24/01/2010 05:38	1712	601	363	15	0	1
96484169	12/12/2009 22:28	10/02/2010 04:34	742	132	27	10	0	1
96496056	12/12/2009 23:56	31/12/2009 01:14	337	47	181	15	0	1
96499126	13/12/2009 00:21	07/06/2010 23:46	175	102	617	12	13	1
96500912	13/12/2009 00:36	12/05/2010 06:39	1927	1942	42	11	18	1
96509553	13/12/2009 01:52	23/02/2010 09:10	1415	202	1898	13	0	1
96509702	13/12/2009 01:53	01/02/2010 05:10	1127	199	896	11	0	1
96516463	13/12/2009 02:57	07/02/2010 09:41	154	532	15391	12	0	1
96516622	13/12/2009 02:58	28/01/2010 07:05	683	770	5779	12	0	1
96517465	13/12/2009 03:05	02/02/2010 00:56	264	545	5186	11	0	1
96517812	13/12/2009 03:09	28/01/2010 05:54	304	185	6120	9	0	1
96518665	13/12/2009 03:16	10/01/2010 06:10	293	175	2044	8	0	1
96519315	13/12/2009 03:22	24/01/2010 02:14	132	377	5274	10	0	1
96519543	13/12/2009 03:24	07/01/2010 23:51	259	128	1831	10	0	1
96523772	13/12/2009 04:03	22/02/2010 19:21	2001	841	1349	14	31	1
96524526	13/12/2009 04:10	28/01/2010 07:05	184	421	3549	13	0	1
96525230	13/12/2009 04:16	07/01/2010 05:14	380	252	364	8	0	1
96528840	13/12/2009 04:47	24/01/2010 02:14	125	484	6689	9	0	1
96530115	13/12/2009 04:58	11/02/2010 07:47	1150	606	1430	15	109	1
96533314	13/12/2009 05:24	04/04/2010 10:32	692	231	62	13	142	1
96533993	13/12/2009 05:29	02/01/2010 22:13	955	417	489	15	73	1
96546216	13/12/2009 07:03	14/02/2010 17:54	701	605	427	12	82	1
96551252	13/12/2009 07:37	18/01/2010 20:25	742	122	550	15	0	1
96554880	13/12/2009 08:01	31/01/2010 04:37	1009	266	860	13	0	1
96556788	13/12/2009 08:13	18/02/2010 12:55	1627	1103	141	12	141	1
96564023	13/12/2009 08:59	15/03/2010 19:13	30	6	17	13	0	1
96564239	13/12/2009 09:01	05/02/2010 19:02	1226	213	1044	13	0	1
96568293	13/12/2009 09:26	23/01/2010 04:32	698	203	621	13	0	1
96568300	13/12/2009 09:26	24/05/2010 12:48	797	30	136	14	0	1
96568738	13/12/2009 09:28	15/01/2010 19:21	1977	195	244	5	0	1
96570073	13/12/2009 09:37	04/07/2010 05:38	2134	2120	1637	7	127	1
96570546	13/12/2009 09:40	24/02/2010 18:32	1485	1143	456	15	124	1
96571361	13/12/2009 09:45	11/01/2010 07:05	539	149	399	15	0	1
96572419	13/12/2009 09:51	09/01/2010 00:25	1722	1246	438	13	154	1
96573346	13/12/2009 09:57	14/01/2010 12:33	1933	700	1317	14	0	1
96574226	13/12/2009 10:02	08/06/2010 04:22	3501	3186	2867	13	159	1
96577726	13/12/2009 10:24	06/01/2010 04:48	494	83	297	10	0	1
96583754	13/12/2009 11:01	29/01/2010 05:28	1074	309	810	15	0	1
96588650	13/12/2009 11:30	26/03/2010 14:08	4325	3934	2827	11	111	1
96595052	13/12/2009 12:07	04/02/2010 04:51	1774	1224	463	5	79	1
96595074	13/12/2009 12:07	03/01/2010 22:22	1339	812	26	13	157	1
96602428	13/12/2009 12:50	07/01/2010 05:16	1913	225	2	12	50	1
96603231	13/12/2009 12:54	09/01/2010 15:49	1156	31	12	9	0	1
96603715	13/12/2009 12:57	19/02/2010 16:30	1460	353	19	12	0	1
96611611	13/12/2009 13:42	08/03/2010 14:01	864	171	2036	10	0	1
96612920	13/12/2009 13:50	13/02/2010 14:47	1260	555	17	13	143	1
96612995	13/12/2009 13:51	21/02/2010 03:15	1747	523	14	14	70	1
96625620	13/12/2009 15:04	08/01/2010 10:41	5	0	5	6	0	1
96630394	13/12/2009 15:32	10/05/2010 09:35	998	562	61	14	104	1
96641319	13/12/2009 16:42	11/01/2010 00:03	689	534	58	8	67	1
96641489	13/12/2009 16:43	14/01/2010 05:17	794	131	126	10	0	1
96641864	13/12/2009 16:46	12/01/2010 05:19	587	256	421	13	141	1
96644687	13/12/2009 17:05	02/05/2010 23:43	5535	5031	43	12	31	1
96645719	13/12/2009 17:12	15/01/2010 18:59	952	139	5	7	61	1
96659132	13/12/2009 18:42	01/03/2010 23:37	1977	404	12	13	50	1
96662400	13/12/2009 19:04	03/01/2010 21:40	105	25	6	13	0	1
96672624	13/12/2009 20:09	18/02/2010 00:10	535	360	33	10	43	1
96676734	13/12/2009 20:37	04/07/2010 22:49	178	86	2826	9	50	1
96683293	13/12/2009 21:19	09/05/2010 23:09	4019	3823	84	11	47	1
96683888	13/12/2009 21:23	15/02/2010 00:52	1577	714	14	14	94	1
96685576	13/12/2009 21:34	02/01/2010 03:27	885	399	11	8	103	1
96685965	13/12/2009 21:37	01/01/2010 06:08	1981	310	34	13	86	1
96691200	13/12/2009 22:13	31/03/2010 06:13	1752	498	587	10	92	1
96698354	13/12/2009 23:04	09/01/2010 01:28	2021	535	8	12	111	1
96702286	13/12/2009 23:32	04/01/2010 02:32	645	144	6	10	14	1
96706808	14/12/2009 00:09	10/01/2010 04:45	574	243	345	13	100	1
96710069	14/12/2009 00:36	27/01/2010 00:27	765	233	205	15	0	1
96724884	14/12/2009 02:45	29/01/2010 00:49	1927	1551	555	14	77	1
96727210	14/12/2009 03:07	17/02/2010 08:22	1296	834	149	15	99	1
96727397	14/12/2009 03:08	04/06/2010 02:50	510	949	11037	6	120	1
96732293	14/12/2009 03:52	19/02/2010 07:52	1623	1280	178	14	127	1
96736018	14/12/2009 04:25	19/02/2010 07:53	1170	572	241	10	67	1
96743097	14/12/2009 05:23	05/02/2010 21:24	161	30	1281	15	0	1
96745337	14/12/2009 05:40	21/04/2010 10:22	1576	512	29	11	66	1
96747650	14/12/2009 05:57	10/07/2010 04:23	867	526	1457	9	0	1
96750754	14/12/2009 06:20	11/04/2010 04:05	1623	1437	113	15	0	1
96766749	14/12/2009 08:06	05/02/2010 20:57	1904	1688	1022	10	90	1
96770314	14/12/2009 08:28	03/03/2010 21:08	1946	787	418	5	0	1
96776975	14/12/2009 09:06	22/01/2010 06:47	142	6	12	15	0	1
96779601	14/12/2009 09:20	02/02/2010 05:04	529	143	39	9	0	1
96796923	14/12/2009 10:58	10/04/2010 19:44	1052	888	179	14	124	1
96808166	14/12/2009 12:02	14/01/2010 09:15	1835	1189	31	13	22	1
96823388	14/12/2009 13:26	06/01/2010 02:42	2148	2019	284	7	87	1
96824659	14/12/2009 13:34	12/01/2010 07:27	656	51	505	10	54	1
96831357	14/12/2009 14:12	03/01/2010 14:19	1995	676	255	12	91	1
96832997	14/12/2009 14:21	06/07/2010 17:01	1115	328	11	14	157	1
96840987	14/12/2009 15:07	05/01/2010 03:17	1981	856	358	9	0	1
96847459	14/12/2009 15:44	05/01/2010 13:58	1789	288	5	11	49	1
96848257	14/12/2009 15:48	30/04/2010 23:55	50	5	90	15	0	1
96848784	14/12/2009 15:52	03/01/2010 02:00	1623	321	106	13	75	1
96850286	14/12/2009 16:01	16/01/2010 01:30	1301	749	8	10	40	1
96857808	14/12/2009 16:44	10/01/2010 02:39	893	153	41	13	113	1
96858324	14/12/2009 16:47	17/01/2010 12:13	578	15	7	12	83	1
96859274	14/12/2009 16:53	04/06/2010 00:07	676	243	285	11	0	1
96859666	14/12/2009 16:55	12/01/2010 02:29	751	219	58	11	0	1
96859901	14/12/2009 16:57	12/01/2010 02:29	1052	288	95	11	0	1
96861237	14/12/2009 17:05	27/06/2010 05:09	1919	1167	285	15	93	1
96862691	14/12/2009 17:13	10/05/2010 21:00	1188	802	1882	14	29	1
96869250	14/12/2009 17:51	03/01/2010 00:22	931	96	26	13	125	1
96871753	14/12/2009 18:07	03/01/2010 02:02	2001	512	352	11	47	1
96876045	14/12/2009 18:33	18/02/2010 12:37	1991	1184	413	15	150	1
96878180	14/12/2009 18:46	30/01/2010 21:01	2000	1667	458	12	76	1
96879506	14/12/2009 18:55	02/01/2010 03:25	321	279	45	11	0	1
96880062	14/12/2009 18:58	21/02/2010 09:21	1997	1745	536	14	139	1
96882320	14/12/2009 19:12	28/01/2010 01:17	1683	571	2	14	108	1
96884821	14/12/2009 19:28	06/02/2010 21:13	1872	736	79	11	0	1
96891745	14/12/2009 20:11	12/02/2010 21:34	1497	927	1398	8	79	1
96896003	14/12/2009 20:37	09/02/2010 06:29	807	421	773	11	0	1
96898384	14/12/2009 20:53	29/01/2010 09:01	959	551	98	10	12	1
96917829	14/12/2009 23:09	25/01/2010 11:04	1606	1342	29	11	136	1
96919379	14/12/2009 23:20	26/05/2010 00:25	2688	2476	115	11	128	1
96924887	15/12/2009 00:04	06/03/2010 21:10	3707	3395	2419	15	62	1
96926822	15/12/2009 00:21	05/05/2010 13:13	1120	370	5942	13	0	1
96928671	15/12/2009 00:37	07/01/2010 02:24	576	119	158	9	28	1
96938770	15/12/2009 02:04	30/07/2010 07:21	351	28	34	14	27	1
96938807	15/12/2009 02:04	20/02/2010 16:35	714	203	74	15	56	1
96942756	15/12/2009 02:37	11/01/2010 01:07	1671	1255	98	9	90	1
96947927	15/12/2009 03:20	13/01/2010 03:08	2000	1417	125	15	119	1
96952735	15/12/2009 04:02	06/01/2010 01:17	1336	1097	68	10	107	1
96956832	15/12/2009 04:38	04/01/2010 08:09	1111	775	410	9	43	1
96957407	15/12/2009 04:42	17/02/2010 19:18	1848	1374	437	10	56	1
96961098	15/12/2009 05:12	26/02/2010 00:09	26	7	1	11	0	1
96977573	15/12/2009 07:08	03/01/2010 02:28	1135	287	343	13	0	1
96978989	15/12/2009 07:17	03/01/2010 03:33	660	139	441	15	48	1
96980852	15/12/2009 07:30	28/07/2010 22:41	83	6	5	8	0	1
96980931	15/12/2009 07:30	04/02/2010 23:58	1589	330	43	10	99	1
96986156	15/12/2009 08:03	06/07/2010 11:20	9929	9135	2053	13	60	1
96998768	15/12/2009 09:14	22/05/2010 03:35	1928	911	324	11	75	1
97016383	15/12/2009 10:54	14/07/2010 03:08	62	29	142	10	61	1
97043649	15/12/2009 13:25	21/06/2010 01:09	2130	1935	4786	15	30	1
97044962	15/12/2009 13:31	18/07/2010 00:36	713	241	50	15	125	1
97045691	15/12/2009 13:35	20/01/2010 00:22	1944	289	16	12	0	1
97050963	15/12/2009 14:04	02/02/2010 15:12	1532	796	0	11	0	1
97051234	15/12/2009 14:06	31/12/2009 02:39	1929	562	10	13	0	1
97054968	15/12/2009 14:27	08/01/2010 08:54	800	421	1	13	0	1
97062602	15/12/2009 15:08	02/01/2010 02:02	636	456	59	15	110	1
97063457	15/12/2009 15:13	16/01/2010 17:03	568	422	0	13	127	1
97065632	15/12/2009 15:25	10/01/2010 03:43	1070	443	103	15	42	1
97065785	15/12/2009 15:26	05/01/2010 06:29	2000	563	299	11	42	1
97067127	15/12/2009 15:34	01/01/2010 15:35	969	326	447	15	54	1
97067400	15/12/2009 15:35	02/01/2010 02:29	1320	282	172	12	54	1
97069373	15/12/2009 15:47	13/01/2010 23:58	2001	559	10	15	36	1
97088950	15/12/2009 17:46	12/04/2010 00:25	170	140	838	14	56	1
97090806	15/12/2009 17:57	17/07/2010 08:56	1658	1251	2	15	93	1
97092639	15/12/2009 18:09	15/01/2010 23:19	1443	338	638	15	45	1
97094748	15/12/2009 18:22	19/01/2010 19:05	561	299	8	6	134	1
97113472	15/12/2009 20:14	07/01/2010 02:02	521	13	5	9	0	1
97116122	15/12/2009 20:31	07/01/2010 02:02	42	1	5	12	0	1
97129337	15/12/2009 21:55	01/01/2010 03:13	1901	337	4	14	154	1
97137242	15/12/2009 22:49	30/12/2009 23:09	2	2	2	10	0	1
97137339	15/12/2009 22:50	22/01/2010 01:54	2000	839	96	11	122	1
97139763	15/12/2009 23:06	01/01/2010 16:29	1216	1000	495	11	80	1
97147249	15/12/2009 23:58	04/02/2010 00:49	4257	3878	14	10	0	1
97149535	16/12/2009 00:15	09/07/2010 17:49	7288	6791	69	14	0	1
97151748	16/12/2009 00:32	03/01/2010 04:46	1887	1598	3	13	0	1
97153236	16/12/2009 00:43	07/01/2010 02:02	18	0	3	9	0	1
97153920	16/12/2009 00:48	07/02/2010 03:34	232	29	1	7	0	1
97154039	16/12/2009 00:49	07/01/2010 02:02	19	1	4	10	0	1
97156995	16/12/2009 01:12	07/01/2010 02:02	18	0	3	11	0	1
97157591	16/12/2009 01:17	12/05/2010 11:12	16	5	183	8	0	1
97157907	16/12/2009 01:19	03/03/2010 14:33	891	378	10	8	20	1
97173383	16/12/2009 03:19	07/01/2010 04:10	1504	738	178	15	92	1
97175391	16/12/2009 03:35	02/01/2010 23:54	1856	343	2310	12	0	1
97177958	16/12/2009 03:55	06/01/2010 12:35	817	135	16	7	95	1
97179947	16/12/2009 04:11	09/01/2010 03:34	975	182	618	14	45	1
97180769	16/12/2009 04:18	01/02/2010 03:05	146	283	94	14	0	1
97189586	16/12/2009 05:28	15/01/2010 04:24	260	64	307	15	13	1
97200548	16/12/2009 06:44	20/01/2010 07:14	792	225	3	13	0	1
97202883	16/12/2009 06:58	04/01/2010 01:50	1466	760	398	10	29	1
97205924	16/12/2009 07:15	07/01/2010 04:09	1612	1292	320	13	81	1
97209468	16/12/2009 07:34	21/02/2010 13:47	927	724	89	9	96	1
97222634	16/12/2009 08:47	05/05/2010 02:38	1572	189	866	14	0	1
97229974	16/12/2009 09:26	23/06/2010 10:53	97	53	77	10	65	1
97233280	16/12/2009 09:44	07/03/2010 04:44	2000	1395	1072	15	0	1
97244906	16/12/2009 10:47	09/07/2010 02:03	1877	949	573	12	52	1
97248675	16/12/2009 11:08	16/01/2010 23:53	672	207	4	15	89	1
97259651	16/12/2009 12:12	14/01/2010 05:17	1394	1259	164	11	100	1
97263446	16/12/2009 12:34	26/02/2010 13:55	757	417	44	6	160	1
97267574	16/12/2009 12:59	23/02/2010 03:15	1984	932	66	14	20	1
97290695	16/12/2009 15:15	06/02/2010 05:34	1878	1386	72	12	40	1
97290889	16/12/2009 15:16	05/01/2010 04:44	2001	1386	22	12	0	1
97292606	16/12/2009 15:26	05/04/2010 10:39	519	250	559	15	0	1
97294463	16/12/2009 15:37	31/12/2009 14:33	628	176	39	15	79	1
97298440	16/12/2009 15:59	04/05/2010 12:49	4001	3637	106	11	108	1
97309308	16/12/2009 17:02	11/04/2010 17:52	4924	4578	7349	8	95	1
97310347	16/12/2009 17:08	24/06/2010 00:41	243	32	37	11	0	1
97311856	16/12/2009 17:19	10/04/2010 23:02	407	150	1087	12	141	1
97317460	16/12/2009 17:55	02/01/2010 02:58	1322	114	107	8	0	1
97320809	16/12/2009 18:17	05/01/2010 04:21	1969	1105	466	14	0	1
97322403	16/12/2009 18:27	26/01/2010 08:09	788	516	82	12	141	1
97322835	16/12/2009 18:30	01/01/2010 19:41	879	455	24	6	160	1
97333600	16/12/2009 19:36	10/01/2010 06:30	1057	944	8	11	80	1
97340412	16/12/2009 20:18	26/02/2010 02:22	807	290	273	13	89	1
97340529	16/12/2009 20:18	02/02/2010 05:02	2203	2011	575	10	117	1
97340646	16/12/2009 20:19	05/02/2010 06:41	1792	811	966	9	64	1
97344139	16/12/2009 20:41	17/03/2010 19:01	3093	2819	200	13	80	1
97345327	16/12/2009 20:47	16/01/2010 04:45	1936	714	2603	15	50	1
97349506	16/12/2009 21:11	01/01/2010 07:00	779	490	3	9	85	1
97351803	16/12/2009 21:24	17/01/2010 04:15	1377	427	322	6	31	1
97354138	16/12/2009 21:37	04/01/2010 21:33	1287	491	212	8	33	1
97362730	16/12/2009 22:25	10/02/2010 21:15	848	187	10	13	130	1
97364518	16/12/2009 22:36	04/01/2010 00:27	1202	270	4	15	0	1
97369933	16/12/2009 23:09	29/01/2010 02:45	474	123	1767	7	0	1
97372925	16/12/2009 23:28	16/01/2010 00:47	246	21	14	5	0	1
97378814	17/12/2009 00:07	05/01/2010 00:22	2	0	3	10	0	1
97388002	17/12/2009 01:15	03/01/2010 05:11	515	87	1518	14	0	1
97388270	17/12/2009 01:17	03/01/2010 05:48	1297	139	1	11	50	1
97392693	17/12/2009 01:52	07/01/2010 01:17	183	164	2	11	25	1
97393512	17/12/2009 01:58	01/01/2010 03:39	1186	195	1	11	0	1
97396248	17/12/2009 02:19	08/02/2010 02:03	1600	1070	805	13	132	1
97402841	17/12/2009 03:11	07/01/2010 00:36	484	178	3	9	34	1
97407321	17/12/2009 03:48	03/02/2010 05:44	1944	212	8	14	24	1
97411802	17/12/2009 04:21	11/05/2010 23:48	272	86	134	13	19	1
97421517	17/12/2009 05:28	26/07/2010 00:30	994	3070	359	11	0	1
97421925	17/12/2009 05:31	17/01/2010 03:08	267	132	177	8	0	1
97422879	17/12/2009 05:37	17/01/2010 03:09	259	123	177	8	0	1
97423362	17/12/2009 05:40	06/07/2010 13:13	1104	1189	2942	9	43	1
97425028	17/12/2009 05:51	10/01/2010 23:20	276	18	27	10	0	1
97425838	17/12/2009 05:56	15/01/2010 04:45	219	60	138	8	0	1
97427503	17/12/2009 06:06	15/01/2010 04:46	213	36	138	8	0	1
97429817	17/12/2009 06:20	17/01/2010 03:30	245	142	176	7	0	1
97430174	17/12/2009 06:22	23/03/2010 23:51	1945	484	8	15	84	1
97431636	17/12/2009 06:31	17/01/2010 03:31	252	131	176	11	0	1
97437141	17/12/2009 07:03	12/07/2010 01:59	775	646	124	7	17	1
97438569	17/12/2009 07:11	27/01/2010 09:18	983	98	0	15	0	1
97440835	17/12/2009 07:23	09/01/2010 02:32	481	124	46	14	148	1
97442534	17/12/2009 07:33	05/01/2010 05:05	939	303	80	12	89	1
97450540	17/12/2009 08:16	05/01/2010 05:05	917	383	63	10	94	1
97450777	17/12/2009 08:17	06/03/2010 20:22	946	439	35	13	143	1
97453247	17/12/2009 08:30	19/07/2010 18:31	1255	521	607	15	104	1
97454498	17/12/2009 08:36	02/01/2010 01:36	650	198	8	10	55	1
97455593	17/12/2009 08:42	05/01/2010 05:26	1157	391	53	11	67	1
97475598	17/12/2009 10:26	05/01/2010 01:04	1700	495	71	12	78	1
97482049	17/12/2009 10:59	28/01/2010 07:29	1941	1340	1517	10	24	1
97482929	17/12/2009 11:04	09/01/2010 05:21	835	168	1162	13	0	1
97486299	17/12/2009 11:22	19/05/2010 20:23	1881	664	349	13	72	1
97489331	17/12/2009 11:39	12/01/2010 06:36	1289	385	87	14	19	1
97509024	17/12/2009 13:31	16/01/2010 10:33	174	80	52	14	82	1
97510663	17/12/2009 13:41	18/01/2010 01:21	313	171	218	9	0	1
97511013	17/12/2009 13:43	02/01/2010 19:16	1370	453	23	12	0	1
97511317	17/12/2009 13:45	18/01/2010 01:21	306	180	217	8	0	1
97511938	17/12/2009 13:48	18/01/2010 01:21	323	193	218	9	0	1
97514264	17/12/2009 14:02	11/01/2010 00:44	1867	1102	101	14	60	1
97515772	17/12/2009 14:10	19/01/2010 06:42	343	93	19	14	115	1
97516265	17/12/2009 14:13	09/01/2010 08:50	1153	413	46	11	59	1
97518806	17/12/2009 14:28	08/01/2010 21:36	121	61	6	13	95	1
97520087	17/12/2009 14:35	24/01/2010 01:29	309	105	3	15	0	1
97543560	17/12/2009 16:50	05/02/2010 21:30	1343	873	1899	8	20	1
97553042	17/12/2009 17:49	07/02/2010 07:20	1500	693	6	14	0	1
97553901	17/12/2009 17:54	05/01/2010 14:21	113	62	31	10	160	1
97554321	17/12/2009 17:57	02/01/2010 06:18	1564	78	3	14	0	1
97556784	17/12/2009 18:13	03/01/2010 02:32	1476	673	4	10	47	1
97559024	17/12/2009 18:28	02/05/2010 23:20	999	1635	6	6	35	1
97561202	17/12/2009 18:42	10/03/2010 13:18	1503	1443	11	7	40	1
97569830	17/12/2009 19:38	27/02/2010 08:10	388	196	1562	12	0	1
97574347	17/12/2009 20:07	16/05/2010 05:46	1194	805	509	8	117	1
97579615	17/12/2009 20:39	02/06/2010 19:17	598	339	1114	8	62	1
97587024	17/12/2009 21:24	14/01/2010 23:01	376	3	1	14	0	1
97590756	17/12/2009 21:47	03/01/2010 18:50	1565	829	592	10	90	1
97598203	17/12/2009 22:36	18/07/2010 01:00	7153	7450	4728	7	53	1
97602687	17/12/2009 23:08	10/02/2010 04:24	8361	8162	212	11	39	1
97604030	17/12/2009 23:17	02/01/2010 20:29	532	301	11	15	27	1
97614640	18/12/2009 01:36	09/01/2010 04:18	1160	159	235	8	9	1
97620288	18/12/2009 02:16	22/03/2010 03:35	1930	1311	189	13	100	1
97638509	18/12/2009 04:34	31/12/2009 03:21	1798	1291	197	13	48	1
97644338	18/12/2009 05:18	22/03/2010 03:34	905	761	2237	13	85	1
97662622	18/12/2009 07:11	04/01/2010 16:37	2000	766	502	15	57	1
97665024	18/12/2009 07:23	29/06/2010 21:32	328	223	3792	11	116	1
97665771	18/12/2009 07:27	27/04/2010 03:25	12	0	2	9	0	1
97667700	18/12/2009 07:37	26/01/2010 08:58	440	105	192	12	12	1
97671615	18/12/2009 07:57	22/01/2010 08:39	521	117	6	14	143	1
97672741	18/12/2009 08:03	04/01/2010 18:44	2220	2151	166	12	81	1
97680563	18/12/2009 08:43	07/01/2010 21:03	803	459	745	12	42	1
97684724	18/12/2009 09:05	04/02/2010 19:44	3848	3499	18937	6	96	1
97686996	18/12/2009 09:17	04/04/2010 15:39	819	257	0	10	0	1
97691945	18/12/2009 09:42	21/02/2010 06:38	1919	1411	393	12	0	1
97702140	18/12/2009 10:35	22/03/2010 23:43	1324	1175	2883	10	142	1
97703772	18/12/2009 10:44	06/01/2010 02:41	1949	256	20	12	39	1
97716554	18/12/2009 11:55	07/07/2010 03:08	2001	867	1673	7	122	1
97726062	18/12/2009 12:52	04/02/2010 06:37	1925	1889	13731	10	119	1
97741551	18/12/2009 14:26	05/02/2010 21:26	113	14	11	9	152	1
97751035	18/12/2009 15:25	25/01/2010 11:50	591	242	1167	14	141	1
97762113	18/12/2009 16:33	03/03/2010 14:25	1186	1021	376	9	17	1
97765527	18/12/2009 16:51	24/07/2010 05:40	4061	3691	19	13	72	1
97767328	18/12/2009 17:02	05/01/2010 05:27	992	456	102	11	0	1
97779249	18/12/2009 18:19	08/01/2010 08:12	886	375	108	8	0	1
97787036	18/12/2009 19:12	19/07/2010 09:38	2452	2229	49	13	140	1
97787707	18/12/2009 19:16	19/03/2010 00:09	4819	4446	4347	11	95	1
97789201	18/12/2009 19:26	23/03/2010 01:37	1503	1317	661	15	159	1
97791410	18/12/2009 19:40	17/07/2010 20:01	252	92	786	7	34	1
97791870	18/12/2009 19:43	07/02/2010 19:50	1433	1048	215	14	48	1
97794706	18/12/2009 20:00	26/03/2010 13:51	856	525	1242	12	0	1
97795190	18/12/2009 20:03	16/02/2010 14:36	970	379	35	10	0	1
97802801	18/12/2009 20:51	30/01/2010 06:03	1662	929	746	12	51	1
97805853	18/12/2009 21:10	19/03/2010 10:57	1589	1505	92	13	44	1
97811096	18/12/2009 21:41	02/02/2010 03:48	1659	1068	207	9	74	1
97823284	18/12/2009 22:51	13/02/2010 05:00	593	157	14	8	17	1
97829858	18/12/2009 23:29	23/03/2010 17:56	2001	1254	3713	14	79	1
97835922	19/12/2009 00:06	25/01/2010 21:52	1069	111	31	13	80	1
97837336	19/12/2009 00:15	10/03/2010 01:06	1303	337	76	10	59	1
97840074	19/12/2009 00:32	31/12/2009 02:24	407	353	132	8	55	1
97845082	19/12/2009 01:04	24/01/2010 18:46	1473	1403	246	14	148	1
97848500	19/12/2009 01:29	19/05/2010 09:42	346	272	109	12	0	1
97852374	19/12/2009 01:57	07/01/2010 09:33	980	940	38	6	154	1
97857520	19/12/2009 02:37	04/04/2010 15:39	1037	690	27	13	114	1
97865476	19/12/2009 03:36	23/03/2010 10:38	1353	1013	2204	10	55	1
97873630	19/12/2009 04:36	07/07/2010 00:48	1759	467	110	15	145	1
97873884	19/12/2009 04:38	26/03/2010 03:08	1170	924	2325	15	55	1
97875361	19/12/2009 04:48	22/03/2010 16:50	786	313	820	11	156	1
97890798	19/12/2009 06:40	01/01/2010 21:04	1	0	3	11	0	1
97891145	19/12/2009 06:42	23/01/2010 08:58	706	91	1	13	101	1
97893514	19/12/2009 06:57	28/03/2010 18:39	1260	1691	20471	12	0	1
97895985	19/12/2009 07:12	05/01/2010 04:22	553	52	5	12	0	1
97896172	19/12/2009 07:13	08/01/2010 02:38	740	43	4	14	0	1
97899097	19/12/2009 07:30	01/01/2010 06:32	1031	581	11	12	125	1
97904682	19/12/2009 08:02	14/07/2010 20:27	206	96	28	14	59	1
97905043	19/12/2009 08:04	12/01/2010 18:12	1328	126	122	15	95	1
97915666	19/12/2009 09:02	07/04/2010 05:10	2970	2822	3832	10	23	1
97917881	19/12/2009 09:14	26/02/2010 07:01	743	482	100	10	160	1
97923731	19/12/2009 09:47	18/07/2010 06:26	22	7	13	8	0	1
97923880	19/12/2009 09:48	19/01/2010 19:53	291	5	8	11	160	1
97936831	19/12/2009 11:03	02/02/2010 04:13	1959	522	151	8	0	1
97939443	19/12/2009 11:19	31/12/2009 18:05	491	59	69	6	76	1
97950230	19/12/2009 12:12	21/06/2010 05:50	212	72	246	9	31	1
97950987	19/12/2009 12:16	11/04/2010 09:10	263	18	29	14	0	1
97951422	19/12/2009 12:18	01/02/2010 15:48	619	233	18	8	0	1
97954948	19/12/2009 12:36	25/02/2010 02:56	240	70	100	15	63	1
97962005	19/12/2009 13:08	04/01/2010 23:18	1404	585	390	13	93	1
97962419	19/12/2009 13:10	04/01/2010 06:44	824	154	192	7	50	1
97964634	19/12/2009 13:21	04/01/2010 09:37	1171	533	166	11	0	1
97967391	19/12/2009 13:35	31/12/2009 21:11	1283	686	3	13	101	1
97968311	19/12/2009 13:40	01/01/2010 06:57	202	135	209	8	108	1
97972838	19/12/2009 14:07	01/01/2010 05:42	729	303	226	14	87	1
97976802	19/12/2009 14:32	26/06/2010 05:07	118	19	8	14	97	1
97979178	19/12/2009 14:47	20/01/2010 02:12	1830	320	7	14	55	1
97983095	19/12/2009 15:13	13/01/2010 00:16	418	124	37	11	157	1
97985433	19/12/2009 15:29	28/01/2010 22:27	662	421	169	14	58	1
97988669	19/12/2009 15:50	06/02/2010 08:16	42	78	102	14	93	1
97996685	19/12/2009 16:42	06/01/2010 02:42	1901	324	95	9	10	1
98009933	19/12/2009 18:14	06/07/2010 04:04	276	132	154	10	82	1
98042584	19/12/2009 21:52	16/02/2010 22:11	10340	9423	2328	8	140	1
98044542	19/12/2009 22:03	18/03/2010 13:37	2350	2150	1684	14	153	1
98045413	19/12/2009 22:08	03/06/2010 22:58	1972	877	2791	11	26	1
98049826	19/12/2009 22:37	12/01/2010 05:20	2001	791	37	15	75	1
98051326	19/12/2009 22:47	13/05/2010 23:32	1674	1001	2318	15	106	1
98062493	20/12/2009 00:01	24/02/2010 01:53	1422	943	222	7	76	1
98084901	20/12/2009 02:41	28/01/2010 03:36	598	46	0	10	0	1
98101488	20/12/2009 04:43	16/01/2010 00:04	1591	649	186	15	24	1
98101835	20/12/2009 04:45	14/01/2010 03:09	959	677	160	15	34	1
98102671	20/12/2009 04:51	20/01/2010 23:33	1425	1018	205	15	34	1
98102971	20/12/2009 04:54	14/01/2010 03:09	814	592	154	15	31	1
